,ResponseId,MainBranch,Employment,RemoteWork,CodingActivities,EdLevel,LearnCode,LearnCodeOnline,LearnCodeCoursesCert,YearsCode,YearsCodePro,DevType,OrgSize,PurchaseInfluence,BuyNewTool,Country,Currency,CompTotal,CompFreq,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,ToolsTechHaveWorkedWith,ToolsTechWantToWorkWith,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,OpSysProfessional use,OpSysPersonal use,VersionControlSystem,VCInteraction,VCHostingPersonal use,VCHostingProfessional use,OfficeStackAsyncHaveWorkedWith,OfficeStackAsyncWantToWorkWith,OfficeStackSyncHaveWorkedWith,OfficeStackSyncWantToWorkWith,Blockchain,NEWSOSites,SOVisitFreq,SOAccount,SOPartFreq,SOComm,Age,Gender,Trans,Sexuality,Ethnicity,Accessibility,MentalHealth,TBranch,ICorPM,WorkExp,Knowledge_1,Knowledge_2,Knowledge_3,Knowledge_4,Knowledge_5,Knowledge_6,Knowledge_7,Frequency_1,Frequency_2,Frequency_3,TimeSearching,TimeAnswering,Onboarding,ProfessionalTech,TrueFalse_1,TrueFalse_2,TrueFalse_3,SurveyLength,SurveyEase,ConvertedCompYearly
47969,47970,I am a developer by profession,"Employed, full-time",Full in-person,Hobby;Freelance/contract work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","School (i.e., University, College, etc);On the job training;Online Courses or Certification",,Udemy,8,6,"Developer, front-end",20 to 99 employees,I have little or no influence,,Indonesia,IDR	Indonesian rupiah,7800000.0,Monthly,HTML/CSS;JavaScript;PHP;SQL;TypeScript,HTML/CSS;JavaScript;TypeScript,MongoDB;MySQL;Oracle;PostgreSQL,MongoDB,,,Nuxt.js;Vue.js,Next.js;Nuxt.js;React.js;Vue.js,,,Docker;npm;Yarn,Docker;npm;Yarn,Notepad++;Visual Studio Code,Visual Studio Code;Webstorm,Linux-based;macOS,Linux-based;Windows;Windows Subsystem for Linux (WSL),Git,Code editor;Command-line,,,,,Google Chat;Microsoft Teams;Slack,Slack,Indifferent,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,Neutral,25-34 years old,Man,No,Straight / Heterosexual,Southeast Asian,None of the above,I have an anxiety disorder,Yes,Independent contributor,7.0,Agree,Strongly agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly agree,1-2 times a week,1-2 times a week,1-2 times a week,Over 120 minutes a day,15-30 minutes a day,Somewhat short,Continuous integration (CI) and (more often) continuous delivery,No,No,No,Appropriate in length,Easy,6384.0
48072,48073,I code primarily as a hobby,"Not employed, but looking for work",,,"Associate degree (A.A., A.S., etc.)",Colleague,,,2,,DevOps specialist;Cloud infrastructure engineer,,,Start a free trial,Indonesia,,,,C;HTML/CSS;Java;JavaScript;Python,Kotlin;MATLAB;Python,MariaDB;Microsoft SQL Server;MongoDB;MySQL,Cloud Firestore,Microsoft Azure,AWS;Google Cloud;OpenStack;OVH;VMware,Angular.js;Django;FastAPI;jQuery;Laravel;Node.js;React.js,Gatsby,,,Flow;Kubernetes;npm;Unity 3D,Docker;Unity 3D,Android Studio;Atom;CLion;Eclipse,"Android Studio;Atom;CLion;Eclipse;Emacs;GoLand;IntelliJ;IPython/Jupyter;Nano;NetBeans;Neovim;Notepad++;PhpStorm;PyCharm;Qt Creator;RAD Studio (Delphi, C++ Builder);Rider;RStudio;RubyMine;Spyder;Sublime Text;TextMate;Vim;Visual Studio;Visual Studio Code;Webstorm;Xcode",Windows,BSD;Linux-based;Windows,Git,Command-line;Version control hosting service web GUI,,,Confluence;Jira Work Management;Stack Overflow for Teams,Confluence;Jira Work Management;Stack Overflow for Teams,Mattermost,Cisco Webex Teams;Slack,Unfavorable,Stack Overflow,A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,"No, not really",18-24 years old,Woman,No,Straight / Heterosexual,Asian,Prefer not to say,Prefer not to say,,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,
48297,48298,I am a developer by profession,"Employed, full-time;Student, part-time",Fully remote,Hobby;Contribute to open-source projects,Some college/university study without earning a degree,"Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Online Courses or Certification;Colleague","Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online books;Video-based Online Courses;Online challenges (e.g., daily or weekly coding challenges);Online forum;How-to videos;Written-based Online Courses;Coding sessions (live or recorded);Certification videos",Coursera;Udemy;Pluralsight,6,,"Developer, front-end;Developer, full-stack;Developer, back-end;Educator",,,Start a free trial;Ask developers I know/work with,Indonesia,,,,Go;Java;JavaScript;Python;Ruby;SQL;TypeScript,Dart;Elixir;Erlang;Go;Java;JavaScript;Python;Rust;SQL;TypeScript,MariaDB;MongoDB;MySQL;PostgreSQL;Redis,Cassandra;CouchDB;DynamoDB;MariaDB;MongoDB;MySQL;Neo4j;PostgreSQL;Redis,Google Cloud;Heroku,AWS;Google Cloud;Heroku,Next.js;Node.js;React.js;Ruby on Rails;Vue.js,Next.js;Node.js;Phoenix;React.js,Keras;NumPy;Pandas;React Native;Scikit-learn;Spring;TensorFlow,Flutter;Keras;NumPy;Pandas;Scikit-learn;Spring;TensorFlow,Docker;Homebrew;Kubernetes;npm;Yarn,Docker;Homebrew;Kubernetes;npm;Yarn,GoLand;IntelliJ;Visual Studio Code,GoLand;IntelliJ;Visual Studio Code,macOS,macOS,Git,Code editor;Command-line,,,Jira Work Management,Jira Work Management,Slack,Slack,Favorable,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,Neutral,18-24 years old,Man,No,Straight / Heterosexual,Asian;Southeast Asian,None of the above,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Yes,Independent contributor,2.0,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Agree,1-2 times a week,1-2 times a week,1-2 times a week,30-60 minutes a day,15-30 minutes a day,Somewhat short,DevOps function;Microservices;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery;Automated testing;Observability tools,No,Yes,Yes,Appropriate in length,Neither easy nor difficult,
48395,48396,I am a developer by profession,"Employed, full-time;Independent contractor, freelancer, or self-employed",Fully remote,Hobby;Bootstrapping a business;Freelance/contract work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification;Colleague;Hackathons (virtual or in-person)",Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online books;Online forum;How-to videos;Coding sessions (live or recorded);Certification videos,Udemy;Udacity,7,4,"Developer, back-end",500 to 999 employees,I have little or no influence,Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2Crowd,Indonesia,IDR	Indonesian rupiah,10000000.0,Monthly,Bash/Shell;C#;JavaScript;PHP;SQL,Bash/Shell;C#;Dart;Go;HTML/CSS;JavaScript;Kotlin;PHP;SQL;Swift;TypeScript,MariaDB;MongoDB;MySQL;PostgreSQL,Cloud Firestore;MariaDB;MongoDB;MySQL;Neo4j;PostgreSQL;Firebase Realtime Database;Redis,AWS;DigitalOcean;Heroku,AWS;DigitalOcean;Firebase;Heroku,ASP.NET Core ;Express;Laravel;Node.js,ASP.NET Core ;Express;FastAPI;Fastify;Laravel;Node.js,.NET,.NET;Apache Kafka;Apache Spark;Qt,Docker;Homebrew;Kubernetes;npm,Docker;Kubernetes;npm;Terraform,Android Studio;GoLand;IntelliJ;PhpStorm;Visual Studio;Visual Studio Code;Webstorm,Android Studio;CLion;GoLand;IntelliJ;PhpStorm;PyCharm;Webstorm,Windows;Windows Subsystem for Linux (WSL),Windows,Git,Code editor;Command-line,,,Jira Work Management,,Microsoft Teams;Slack;Zoom,Slack,Indifferent,Collectives on Stack Overflow;Stack Overflow;Stack Exchange,Multiple times per day,No,,"No, not really",18-24 years old,Man,No,Straight / Heterosexual,Southeast Asian,None of the above,None of the above,Yes,Independent contributor,1.0,Agree,Strongly agree,Disagree,Agree,Agree,Strongly agree,Strongly agree,10+ times a week,6-10 times a week,6-10 times a week,Over 120 minutes a day,15-30 minutes a day,Somewhat long,Innersource initiative;DevOps function;Microservices,No,No,No,Appropriate in length,Easy,8196.0
48477,48478,I am a developer by profession,"Not employed, but looking for work",,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Friend or family member;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Online Courses or Certification;Coding Bootcamp;Colleague",Technical documentation;Blogs;Written Tutorials;Stack Overflow;Video-based Online Courses;Online forum;How-to videos;Written-based Online Courses;Certification videos,Coursera;Udemy;Udacity,5,,"Developer, mobile;Project manager",,,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with,Indonesia,,,,Dart;Python,Dart,Cloud Firestore;MariaDB;Firebase Realtime Database,Cloud Firestore;MariaDB;PostgreSQL;Firebase Realtime Database,Firebase;Heroku,Firebase,,,Flutter,Flutter,,,Android Studio;IntelliJ;Nano;Visual Studio Code,Nano;Visual Studio Code,Linux-based,Linux-based;Windows,Git,Code editor;Command-line,,,Confluence;Jira Work Management;Trello,Trello,Zoom,,Favorable,Stack Overflow,A few times per week,Yes,Less than once per month or monthly,"Yes, somewhat",18-24 years old,Man,No,Straight / Heterosexual,Asian,None of the above,None of the above,,,,,,,,,,,,,,,,,,,,,Appropriate in length,Neither easy nor difficult,
48570,48571,I am learning to code,"Student, full-time",,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Online Courses or Certification",Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online books;Video-based Online Courses;Online forum;How-to videos;Written-based Online Courses;Coding sessions (live or recorded);Certification videos,Coursera;Udemy;Codecademy;edX;Udacity,5,,,,,Visit developer communities like Stack Overflow,Indonesia,,,,C;HTML/CSS;JavaScript;PHP;Python;SQL,C++;Go;HTML/CSS;Java;JavaScript;Kotlin;Python;Rust;Solidity;SQL;TypeScript,MariaDB;MongoDB;MySQL;PostgreSQL,MongoDB;MySQL;PostgreSQL;Firebase Realtime Database,Firebase;Heroku,AWS;Firebase;Google Cloud,Django;Express;Laravel;Next.js;Node.js;React.js,Django;Express;Next.js;Node.js;Nuxt.js;React.js;Svelte;Vue.js,,,npm;Yarn,Docker;Kubernetes;npm;Yarn,Visual Studio Code,Visual Studio Code,Windows,Windows;Windows Subsystem for Linux (WSL),Git,Code editor;Command-line,,,Asana;Jira Work Management;Notion;Trello,Jira Work Management;Notion;Trello,Cisco Webex Teams;Microsoft Teams;Slack;Zoom,Slack;Zoom,Favorable,Stack Overflow;Stack Exchange,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,"Yes, somewhat",18-24 years old,Woman,No,Straight / Heterosexual,Southeast Asian,None of the above,None of the above,,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,
48596,48597,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Freelance/contract work;Other (please specify):;School or academic work,Some college/university study without earning a degree,"Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Colleague","Written Tutorials;Stack Overflow;Online challenges (e.g., daily or weekly coding challenges);Written-based Online Courses;Interactive tutorial",,1,Less than 1 year,"Developer, back-end;Student",20 to 99 employees,I have little or no influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with;Read ratings or reviews on third party sites like G2Crowd,Indonesia,IDR	Indonesian rupiah,3200000.0,Monthly,C#;HTML/CSS;Java;JavaScript;PHP;SQL,Go;JavaScript;SQL,Microsoft SQL Server;MySQL;PostgreSQL,PostgreSQL,,,ASP.NET;Laravel;Node.js,ASP.NET Core ;Node.js,.NET,.NET,npm,npm,NetBeans;Visual Studio;Visual Studio Code,Visual Studio Code,Windows,Windows,Git,Code editor;Command-line;Version control hosting service web GUI,,,,,Zoom,Zoom,Favorable,Stack Overflow;Stack Exchange,A few times per week,Yes,A few times per month or weekly,Neutral,18-24 years old,"Man;Or, in your own words:","Or, in your own words:",Straight / Heterosexual,Asian;Southeast Asian,None of the above,,Yes,Independent contributor,1.0,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Never,Never,Never,15-30 minutes a day,Less than 15 minutes a day,Somewhat short,,No,,Yes,,Neither easy nor difficult,2616.0
48725,48726,I am a developer by profession,"Employed, full-time;Student, full-time;Employed, part-time",Full in-person,Hobby;Freelance/contract work;School or academic work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Other online resources (e.g., videos, blogs, forum);Online Courses or Certification;Coding Bootcamp","Programming Games;Stack Overflow;Online challenges (e.g., daily or weekly coding challenges)",Coursera;Udemy;Codecademy,6,,"Developer, front-end;Developer, full-stack;Developer, mobile",,,Start a free trial;Ask developers I know/work with,Indonesia,,,,Dart;Go;Java;Python,Dart;Go;Java;Python,MongoDB;MySQL;PostgreSQL;Firebase Realtime Database,MongoDB;MySQL;PostgreSQL;Firebase Realtime Database,Firebase;Google Cloud,Firebase;Google Cloud,Flask;React.js,Django;Laravel;React.js,Flutter;GTK;Qt,Flutter;GTK;Qt,,,Android Studio;Neovim;Visual Studio Code,Android Studio;Neovim;Visual Studio Code,Linux-based,Linux-based,Git,Code editor;Command-line,,,Jira Work Management,Jira Work Management;Notion;Trello,Google Chat;Slack,Google Chat,Favorable,Stack Overflow;Stack Exchange,Daily or almost daily,No,,Neutral,18-24 years old,Man,No,Straight / Heterosexual,Southeast Asian,None of the above,None of the above,Yes,Independent contributor,6.0,Agree,Agree,Agree,Agree,Agree,Agree,Agree,1-2 times a week,Never,1-2 times a week,15-30 minutes a day,15-30 minutes a day,Somewhat long,None of these,Yes,Yes,No,Too long,Neither easy nor difficult,
49576,49577,I am learning to code,"Not employed, but looking for work",,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Other online resources (e.g., videos, blogs, forum);Online Courses or Certification;Other (please specify):",How-to videos;Written-based Online Courses;Other (Please specify):,edX,Less than 1 year,,"Developer, front-end;Student",,,Other (please specify):;Start a free trial;Visit developer communities like Stack Overflow,Indonesia,,,,HTML/CSS;Python,HTML/CSS;Java;Python,SQLite,SQLite,,,Django,Django,,,,,IntelliJ;Visual Studio Code,IntelliJ;Visual Studio Code,,Linux-based;Windows,I don't use one,,,,,,,,Indifferent,Stack Overflow,A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,"Yes, somewhat",25-34 years old,Man,No,Straight / Heterosexual,Asian,None of the above,None of the above,,,,,,,,,,,,,,,,,,,,,Appropriate in length,Neither easy nor difficult,
50177,50178,I am learning to code,"Student, part-time",,,Primary/elementary school,"Other online resources (e.g., videos, blogs, forum);Coding Bootcamp",Written Tutorials;Video-based Online Courses;Online forum;How-to videos;Written-based Online Courses,,Less than 1 year,,,,,Start a free trial;Read ratings or reviews on third party sites like G2Crowd,Indonesia,,,,HTML/CSS;Python,Dart;HTML/CSS;JavaScript;Kotlin;SQL;TypeScript,,,,,jQuery;Node.js;Svelte,Svelte;Vue.js,,,npm,npm,IntelliJ;PyCharm;Visual Studio Code,Visual Studio Code,,Windows,Git,Code editor,,,,,,,Favorable,Stack Overflow,A few times per week,No,,"No, not at all",Under 18 years old,Man,No,Straight / Heterosexual,Asian;Southeast Asian,None of the above,None of the above,,,,,,,,,,,,,,,,,,,,,Appropriate in length,Neither easy nor difficult,
50385,50386,I code primarily as a hobby,"Student, part-time",,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Online Courses or Certification",Technical documentation;Blogs;Written Tutorials;Online books;Written-based Online Courses;Interactive tutorial;Coding sessions (live or recorded),,4,,,,,,Indonesia,,,,C;C++,C;LISP,MySQL;PostgreSQL;SQLite,,,,,,,,,,Neovim;Visual Studio Code,Neovim,,Linux-based;Windows,Git,Code editor;Command-line,,,Asana,,,,Unsure,Stack Overflow;Stack Exchange,Daily or almost daily,Not sure/can't remember,,"No, not really",18-24 years old,Man,No,Prefer to self-describe:,Asian;Southeast Asian,None of the above,Prefer not to say,,,,,,,,,,,,,,,,,,,,,Appropriate in length,Neither easy nor difficult,
51857,51858,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",I don’t code outside of work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Friend or family member;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification;Colleague",Technical documentation;Blogs;Programming Games;Written Tutorials;Stack Overflow;Online books;Video-based Online Courses;How-to videos;Written-based Online Courses;Interactive tutorial,Udemy,7,4,"Developer, full-stack",100 to 499 employees,I have little or no influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with;Research companies that have advertised on sites I visit;Research companies that have emailed me,Indonesia,IDR	Indonesian rupiah,150000000.0,Yearly,C#;F#;Go;HTML/CSS;JavaScript;Kotlin;MATLAB;Python;TypeScript,C#;F#;HTML/CSS;JavaScript;Kotlin;Python;Rust;SQL;TypeScript,CouchDB;MongoDB;PostgreSQL,Microsoft SQL Server;MySQL;PostgreSQL,AWS;DigitalOcean;Google Cloud,,Angular;ASP.NET Core ;Express;jQuery;Node.js,Angular;ASP.NET Core ;Blazor;jQuery;Node.js,Cordova;Ionic,Flutter;Ionic,Docker;Kubernetes;npm,,Android Studio;Visual Studio;Visual Studio Code,Android Studio;Visual Studio;Visual Studio Code,Windows,Linux-based;Windows,Git,Code editor;Command-line;Version control hosting service web GUI;Dedicated version control GUI application,,,Notion;Trello,Jira Work Management,Google Chat;Microsoft Teams;Slack,Microsoft Teams;Slack,Favorable,Stack Overflow,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,"Yes, somewhat",25-34 years old,Man,No,Straight / Heterosexual,Southeast Asian,None of the above,None of the above,No,,,,,,,,,,,,,,,,,,,,Appropriate in length,Neither easy nor difficult,10240.0
